Title,ArXiv Link,Paper Date,Date Added
Towards a Characterisation of Monte-Carlo Tree Search Performance in Different Games,https://arxiv.org/abs/2406.09242,2024-06-13,2024-06-19
What is the long-run distribution of stochastic gradient descent? A large deviations analysis,https://arxiv.org/abs/2406.09241,2024-06-13,2024-06-19
SeMOPO - Learning High-quality Model and Policy from Low-quality Offline Visual Datasets,https://arxiv.org/abs/2406.09486,2024-06-13,2024-06-19
On Softmax Direct Preference Optimization for Recommendation,https://arxiv.org/abs/2406.09215,2024-06-13,2024-06-19
Applying Multi-Agent Negotiation to Solve the Production Routing Problem With Privacy Preserving,https://arxiv.org/abs/2406.09214,2024-06-13,2024-06-19
Investigating potential causes of Sepsis with Bayesian network structure learning,https://arxiv.org/abs/2406.09207,2024-06-13,2024-06-19
Self-Training for Sample-Efficient Active Learning for Text Classification with Pre-Trained Language Models,https://arxiv.org/abs/2406.09206,2024-06-13,2024-06-19
ReadCtrl - Personalizing text generation with readability-controlled instruction learning,https://arxiv.org/abs/2406.09205,2024-06-13,2024-06-19
"Language Complexity and Speech Recognition Accuracy - Orthographic Complexity Hurts, Phonological Complexity Doesn't",https://arxiv.org/abs/2406.09202,2024-06-13,2024-06-19
Orthogonality and isotropy of speaker and phonetic information in self-supervised speech representations,https://arxiv.org/abs/2406.09200,2024-06-13,2024-06-19
Precise analysis of ridge interpolators under heavy correlations -- a Random Duality Theory view,https://arxiv.org/abs/2406.09199,2024-06-13,2024-06-19
Adaptive Slot Attention - Object Discovery with Dynamic Slot Number,https://arxiv.org/abs/2406.09196,2024-06-13,2024-06-19
Benign overfitting in Fixed Dimension via Physics-Informed Learning with Smooth Inductive Bias,https://arxiv.org/abs/2406.09194,2024-06-13,2024-06-19
GuardAgent - Safeguard LLM Agents by a Guard Agent via Knowledge-Enabled Reasoning,https://arxiv.org/abs/2406.09187,2024-06-13,2024-06-19
Ridge interpolators in correlated factor regression models -- exact risk analysis,https://arxiv.org/abs/2406.09183,2024-06-13,2024-06-19
Federated Contrastive Learning for Personalized Semantic Communication,https://arxiv.org/abs/2406.09182,2024-06-13,2024-06-19
Detection-Rate-Emphasized Multi-objective Evolutionary Feature Selection for Network Intrusion Detection,https://arxiv.org/abs/2406.09180,2024-06-13,2024-06-19
Unlearning with Control - Assessing Real-world Utility for Large Language Model Unlearning,https://arxiv.org/abs/2406.09179,2024-06-13,2024-06-19
Scalable and Flexible Causal Discovery with an Efficient Test for Adjacency,https://arxiv.org/abs/2406.09177,2024-06-13,2024-06-19
ReMI - A Dataset for Reasoning with Multiple Images,https://arxiv.org/abs/2406.09175,2024-06-13,2024-06-19
Potion - Towards Poison Unlearning,https://arxiv.org/abs/2406.09173,2024-06-13,2024-06-19
Generative vs. Discriminative modeling under the lens of uncertainty quantification,https://arxiv.org/abs/2406.09172,2024-06-13,2024-06-19
Test of Time - A Benchmark for Evaluating LLMs on Temporal Reasoning,https://arxiv.org/abs/2406.09170,2024-06-13,2024-06-19
SR-CACO-2 - A Dataset for Confocal Fluorescence Microscopy Image Super-Resolution,https://arxiv.org/abs/2406.09168,2024-06-13,2024-06-19
Fine-Grained Domain Generalization with Feature Structuralization,https://arxiv.org/abs/2406.09166,2024-06-13,2024-06-19
ALPHAGMUT - A Rationale-Guided Alpha Shape Graph Neural Network to Evaluate Mutation Effects,https://arxiv.org/abs/2406.09159,2024-06-13,2024-06-19
Towards Multilingual Audio-Visual Question Answering,https://arxiv.org/abs/2406.09156,2024-06-13,2024-06-19
DefAn - Definitive Answer Dataset for LLMs Hallucination Evaluation,https://arxiv.org/abs/2406.09155,2024-06-13,2024-06-19
Diffusion Gaussian Mixture Audio Denoise,https://arxiv.org/abs/2406.09154,2024-06-13,2024-06-19
LASER - Learning by Aligning Self-supervised Representations of Speech for Improving Content-related Tasks,https://arxiv.org/abs/2406.09153,2024-06-13,2024-06-19
EncCluster - Scalable Functional Encryption in Federated Learning through Weight Clustering and Probabilistic Filters,https://arxiv.org/abs/2406.09152,2024-06-13,2024-06-19
Weakly-supervised anomaly detection for multimodal data distributions,https://arxiv.org/abs/2406.09147,2024-06-13,2024-06-19
Optimal Control of Agent-Based Dynamics under Deep Galerkin Feedback Laws,https://arxiv.org/abs/2406.09141,2024-06-13,2024-06-19
Investigating the translation capabilities of Large Language Models trained on parallel data only,https://arxiv.org/abs/2406.09140,2024-06-13,2024-06-19
Dynamic Correlation Clustering in Sublinear Update Time,https://arxiv.org/abs/2406.09137,2024-06-13,2024-06-19
Chain of Preference Optimization - Improving Chain-of-Thought Reasoning in LLMs,https://arxiv.org/abs/2406.09136,2024-06-13,2024-06-19
Jacobian-Enhanced Neural Networks,https://arxiv.org/abs/2406.09132,2024-06-13,2024-06-19
RH-SQL - Refined Schema and Hardness Prompt for Text-to-SQL,https://arxiv.org/abs/2406.09133,2024-06-13,2024-06-19
Time-Series Forecasting for Out-of-Distribution Generalization Using Invariant Learning,https://arxiv.org/abs/2406.09130,2024-06-13,2024-06-19
CoastTerm - a Corpus for Multidisciplinary Term Extraction in Coastal Scientific Literature,https://arxiv.org/abs/2406.09128,2024-06-13,2024-06-19
PC-LoRA - Low-Rank Adaptation for Progressive Model Compression with Knowledge Distillation,https://arxiv.org/abs/2406.09117,2024-06-13,2024-06-19
Injective Flows for parametric hypersurfaces,https://arxiv.org/abs/2406.09116,2024-06-13,2024-06-19
Large-Scale Evaluation of Open-Set Image Classification Techniques,https://arxiv.org/abs/2406.09112,2024-06-13,2024-06-19
INS-MMBench - A Comprehensive Benchmark for Evaluating LVLMs' Performance in Insurance,https://arxiv.org/abs/2406.09105,2024-06-13,2024-06-19
Chain-of-Though (CoT) prompting strategies for medical error detection and correction,https://arxiv.org/abs/2406.09103,2024-06-13,2024-06-19
SciKnowEval - Evaluating Multi-level Scientific Knowledge of Large Language Models,https://arxiv.org/abs/2406.09098,2024-06-13,2024-06-19
Modeling Comparative Logical Relation with Contrastive Learning for Text Generation,https://arxiv.org/abs/2406.09095,2024-06-13,2024-06-19
DiffPoGAN - Diffusion Policies with Generative Adversarial Networks for Offline Reinforcement Learning,https://arxiv.org/abs/2406.09089,2024-06-13,2024-06-19
Suitability of KANs for Computer Vision - A preliminary investigation,https://arxiv.org/abs/2406.09087,2024-06-13,2024-06-19
Operator-informed score matching for Markov diffusion models,https://arxiv.org/abs/2406.09084,2024-06-13,2024-06-19
Latent Assistance Networks - Rediscovering Hyperbolic Tangents in RL,https://arxiv.org/abs/2406.09079,2024-06-13,2024-06-19
ELF-UA - Efficient Label-Free User Adaptation in Gaze Estimation,https://arxiv.org/abs/2406.09481,2024-06-13,2024-06-19
3M - Multi-modal Multi-task Multi-teacher Learning for Game Event Detection,https://arxiv.org/abs/2406.09076,2024-06-13,2024-06-19
Are we making progress in unlearning? Findings from the first NeurIPS unlearning competition,https://arxiv.org/abs/2406.09073,2024-06-13,2024-06-19
EquiPrompt - Debiasing Diffusion Models via Iterative Bootstrapping in Chain of Thoughts,https://arxiv.org/abs/2406.09070,2024-06-13,2024-06-19
On the Robustness of Global Feature Effect Explanations,https://arxiv.org/abs/2406.09069,2024-06-13,2024-06-19
Dispelling the Mirage of Progress in Offline MARL through Standardised Baselines and Evaluation,https://arxiv.org/abs/2406.09068,2024-06-13,2024-06-19
How structured are the representations in transformer-based vision encoders? An analysis of multi-object representations in vision-language models,https://arxiv.org/abs/2406.09067,2024-06-13,2024-06-19
State-Space Modeling in Long Sequence Processing - A Survey on Recurrence in the Transformer Era,https://arxiv.org/abs/2406.09062,2024-06-13,2024-06-19
CUDRT - Benchmarking the Detection of Human vs. Large Language Models Generated Texts,https://arxiv.org/abs/2406.09056,2024-06-13,2024-06-19
MiLoRA - Harnessing Minor Singular Components for Parameter-Efficient LLM Finetuning,https://arxiv.org/abs/2406.09044,2024-06-13,2024-06-19
Language Models are Crossword Solvers,https://arxiv.org/abs/2406.09043,2024-06-13,2024-06-19
ME-Switch - A Memory-Efficient Expert Switching Framework for Large Language Models,https://arxiv.org/abs/2406.09041,2024-06-13,2024-06-19
CGP++  - A Modern C++ Implementation of Cartesian Genetic Programming,https://arxiv.org/abs/2406.09038,2024-06-13,2024-06-19
"A Comprehensive Graph Pooling Benchmark - Effectiveness, Robustness and Generalizability",https://arxiv.org/abs/2406.09031,2024-06-13,2024-06-19
CUER - Corrected Uniform Experience Replay for Off-Policy Continuous Deep Reinforcement Learning Algorithms,https://arxiv.org/abs/2406.09030,2024-06-13,2024-06-19
From Biased to Unbiased Dynamics - An Infinitesimal Generator Approach,https://arxiv.org/abs/2406.09028,2024-06-13,2024-06-19
Schur's Positive-Definite Network - Deep Learning in the SPD cone with structure,https://arxiv.org/abs/2406.09023,2024-06-13,2024-06-19
Deep learning empowered sensor fusion to improve infant movement classification,https://arxiv.org/abs/2406.09014,2024-06-13,2024-06-19
Bayesian Statistical Modeling with Predictors from LLMs,https://arxiv.org/abs/2406.09012,2024-06-13,2024-06-19
Fredformer - Frequency Debiased Transformer for Time Series Forecasting,https://arxiv.org/abs/2406.09009,2024-06-13,2024-06-19
LLM Reading Tea Leaves - Automatically Evaluating Topic Models with Large Language Models,https://arxiv.org/abs/2406.09008,2024-06-13,2024-06-19
Classic GNNs are Strong Baselines - Reassessing GNNs for Node Classification,https://arxiv.org/abs/2406.08993,2024-06-13,2024-06-19
BTS - Building Timeseries Dataset - Empowering Large-Scale Building Analytics,https://arxiv.org/abs/2406.08990,2024-06-13,2024-06-19
From Theory to Therapy - Reframing SBDD Model Evaluation via Practical Metrics,https://arxiv.org/abs/2406.08980,2024-06-13,2024-06-19
Multi-Agent Software Development through Cross-Team Collaboration,https://arxiv.org/abs/2406.08979,2024-06-13,2024-06-19
XLand-100B - A Large-Scale Multi-Task Dataset for In-Context Reinforcement Learning,https://arxiv.org/abs/2406.08973,2024-06-13,2024-06-19
Distributed genetic algorithm for application placement in the compute continuum leveraging infrastructure nodes for optimization,https://arxiv.org/abs/2406.09478,2024-06-13,2024-06-19
Q-S5 - Towards Quantized State Space Models,https://arxiv.org/abs/2406.09477,2024-06-13,2024-06-19
Separation Power of Equivariant Neural Networks,https://arxiv.org/abs/2406.08966,2024-06-13,2024-06-19
SIU - A Million-Scale Structural Small Molecule-Protein Interaction Dataset for Unbiased Bioactivity Prediction,https://arxiv.org/abs/2406.08961,2024-06-13,2024-06-19
Beyond Recommendations - From Backward to Forward AI Support of Pilots' Decision-Making Process,https://arxiv.org/abs/2406.08959,2024-06-13,2024-06-19
Financial Assets Dependency Prediction Utilizing Spatiotemporal Patterns,https://arxiv.org/abs/2406.11886,2024-06-13,2024-06-19
An Unsupervised Approach to Achieve Supervised-Level Explainability in Healthcare Records,https://arxiv.org/abs/2406.08958,2024-06-13,2024-06-19
Tool Wear Prediction in CNC Turning Operations using Ultrasonic Microphone Arrays and CNNs,https://arxiv.org/abs/2406.08957,2024-06-13,2024-06-19
Preserving Identity with Variational Score for General-purpose 3D Editing,https://arxiv.org/abs/2406.08953,2024-06-13,2024-06-19
CLST - Cold-Start Mitigation in Knowledge Tracing by Aligning a Generative Language Model as a Students' Knowledge Tracer,https://arxiv.org/abs/2406.10296,2024-06-13,2024-06-19
Neural NeRF Compression,https://arxiv.org/abs/2406.08943,2024-06-13,2024-06-19
Word Order in English-Japanese Simultaneous Interpretation - Analyses and Evaluation using Chunk-wise Monotonic Translation,https://arxiv.org/abs/2406.08940,2024-06-13,2024-06-19
Mirror and Preconditioned Gradient Descent in Wasserstein Space,https://arxiv.org/abs/2406.08938,2024-06-13,2024-06-19
LaCoOT - Layer Collapse through Optimal Transport,https://arxiv.org/abs/2406.08933,2024-06-13,2024-06-19
Exploring Multilingual Unseen Speaker Emotion Recognition - Leveraging Co-Attention Cues in Multitask Learning,https://arxiv.org/abs/2406.08931,2024-06-13,2024-06-19
Efficient Multi-View Fusion and Flexible Adaptation to View Missing in Cardiovascular System Signals,https://arxiv.org/abs/2406.08930,2024-06-13,2024-06-19
Step-by-Step Diffusion - An Elementary Tutorial,https://arxiv.org/abs/2406.08929,2024-06-13,2024-06-19
Robustness of Structured Data Extraction from In-plane Rotated Documents using Multi-Modal Large Language Models (LLM),https://arxiv.org/abs/2406.10295,2024-06-13,2024-06-19
Learning Images Across Scales Using Adversarial Training,https://arxiv.org/abs/2406.08924,2024-06-13,2024-06-19
Navigating the Shadows - Unveiling Effective Disturbances for Modern AI Content Detectors,https://arxiv.org/abs/2406.08922,2024-06-13,2024-06-19
AV-GS - Learning Material and Geometry Aware Priors for Novel View Acoustic Synthesis,https://arxiv.org/abs/2406.08920,2024-06-13,2024-06-19
Beyond the Calibration Point - Mechanism Comparison in Differential Privacy,https://arxiv.org/abs/2406.08918,2024-06-13,2024-06-19
Predicting Fault-Ride-Through Probability of Inverter-Dominated Power Grids using Machine Learning,https://arxiv.org/abs/2406.08917,2024-06-13,2024-06-19
Transcription-Free Fine-Tuning of Speech Separation Models for Noisy and Reverberant Multi-Speaker Automatic Speech Recognition,https://arxiv.org/abs/2406.08914,2024-06-13,2024-06-19
An Initial Investigation of Language Adaptation for TTS Systems under Low-resource Scenarios,https://arxiv.org/abs/2406.08911,2024-06-13,2024-06-19
AdaPTwin - Low-Cost Adaptive Compression of Product Twins in Transformers,https://arxiv.org/abs/2406.08904,2024-06-13,2024-06-19
Delta-CoMe - Training-Free Delta-Compression with Mixed-Precision for Large Language Models,https://arxiv.org/abs/2406.08903,2024-06-13,2024-06-19
Computer Vision Approaches for Automated Bee Counting Application,https://arxiv.org/abs/2406.08898,2024-06-13,2024-06-19
Motif-driven Subgraph Structure Learning for Graph Classification,https://arxiv.org/abs/2406.08897,2024-06-13,2024-06-19
The Penalized Inverse Probability Measure for Conformal Classification,https://arxiv.org/abs/2406.08884,2024-06-13,2024-06-19
"No perspective, no perception!! Perspective-aware Healthcare Answer Summarization",https://arxiv.org/abs/2406.08881,2024-06-13,2024-06-19
Hierarchical Compression of Text-Rich Graphs via Large Language Models,https://arxiv.org/abs/2406.11884,2024-06-13,2024-06-19
Zoom and Shift are All You Need,https://arxiv.org/abs/2406.08866,2024-06-13,2024-06-19
Research on Early Warning Model of Cardiovascular Disease Based on Computer Deep Learning,https://arxiv.org/abs/2406.08864,2024-06-13,2024-06-19
Self-supervised Graph Neural Network for Mechanical CAD Retrieval,https://arxiv.org/abs/2406.08863,2024-06-13,2024-06-19
Cognitively Inspired Energy-Based World Models,https://arxiv.org/abs/2406.08862,2024-06-13,2024-06-19
"Plan, Generate and Complicate - Improving Low-resource Dialogue State Tracking via Easy-to-Difficult Zero-shot Data Augmentation",https://arxiv.org/abs/2406.08860,2024-06-13,2024-06-19
RelevAI-Reviewer - A Benchmark on AI Reviewers for Survey Paper Relevance,https://arxiv.org/abs/2406.10294,2024-06-13,2024-06-19
Current applications and potential future directions of reinforcement learning-based Digital Twins in agriculture,https://arxiv.org/abs/2406.08854,2024-06-13,2024-06-19
Assessment of Uncertainty Quantification in Universal Differential Equations,https://arxiv.org/abs/2406.08853,2024-06-13,2024-06-19
Inverse Probability of Treatment Weighting with Deep Sequence Models Enables Accurate treatment effect Estimation from Electronic Health Records,https://arxiv.org/abs/2406.08851,2024-06-13,2024-06-19
An Approach to Build Zero-Shot Slot-Filling System for Industry-Grade Conversational Assistants,https://arxiv.org/abs/2406.08848,2024-06-13,2024-06-19
Roping in Uncertainty - Robustness and Regularization in Markov Games,https://arxiv.org/abs/2406.08847,2024-06-13,2024-06-19
ContraSolver - Self-Alignment of Language Models by Resolving Internal Preference Contradictions,https://arxiv.org/abs/2406.08842,2024-06-13,2024-06-19
Conceptual Learning via Embedding Approximations for Reinforcing Interpretability and Transparency,https://arxiv.org/abs/2406.08840,2024-06-13,2024-06-19
Research on Optimization of Natural Language Processing Model Based on Multimodal Deep Learning,https://arxiv.org/abs/2406.08838,2024-06-13,2024-06-19
Research on Deep Learning Model of Feature Extraction Based on Convolutional Neural Network,https://arxiv.org/abs/2406.08837,2024-06-13,2024-06-19
Center-Sensitive Kernel Optimization for Efficient On-Device Incremental Learning,https://arxiv.org/abs/2406.08830,2024-06-13,2024-06-19
Estimating Difficulty Levels of Programming Problems with Pre-trained Model,https://arxiv.org/abs/2406.08828,2024-06-13,2024-06-19
Computer vision-based model for detecting turning lane features on Florida's public roadways,https://arxiv.org/abs/2406.08822,2024-06-13,2024-06-19
DisfluencySpeech -- Single-Speaker Conversational Speech Dataset with Paralanguage,https://arxiv.org/abs/2406.08820,2024-06-13,2024-06-19
"AIM - Attributing, Interpreting, Mitigating Data Unfairness",https://arxiv.org/abs/2406.08819,2024-06-13,2024-06-19
Linguistic Bias in ChatGPT - Language Models Reinforce Dialect Discrimination,https://arxiv.org/abs/2406.08818,2024-06-13,2024-06-19
Automated Essay Scoring Using Grammatical Variety and Errors with Multi-Task Learning and Item Response Theory,https://arxiv.org/abs/2406.08817,2024-06-13,2024-06-19
Mixture-of-Skills - Learning to Optimize Data Usage for Fine-Tuning Large Language Models,https://arxiv.org/abs/2406.08811,2024-06-13,2024-06-19
"Are we there yet? A brief survey of Music Emotion Prediction Datasets, Models and Outstanding Challenges",https://arxiv.org/abs/2406.08809,2024-06-13,2024-06-19
Optimal Kernel Orchestration for Tensor Programs with Korch,https://arxiv.org/abs/2406.09465,2024-06-13,2024-06-19
A Dual Approach to Imitation Learning from Observations with Offline Datasets,https://arxiv.org/abs/2406.08805,2024-06-13,2024-06-19
DIET - Customized Slimming for Incompatible Networks in Sequential Recommendation,https://arxiv.org/abs/2406.08804,2024-06-13,2024-06-19
Can Synthetic Audio From Generative Foundation Models Assist Audio Recognition and Speech Modeling?,https://arxiv.org/abs/2406.08800,2024-06-13,2024-06-19
Pareto Front-Diverse Batch Multi-Objective Bayesian Optimization,https://arxiv.org/abs/2406.08799,2024-06-13,2024-06-19
Automatically Labeling $200B Life-Saving Datasets - A Large Clinical Trial Outcome Benchmark,https://arxiv.org/abs/2406.10292,2024-06-13,2024-06-19
"GPT-ology, Computational Models, Silicon Sampling - How should we think about LLMs in Cognitive Science?",https://arxiv.org/abs/2406.09464,2024-06-13,2024-06-19
An effective software risk prediction management analysis of data using machine learning and data mining method,https://arxiv.org/abs/2406.09463,2024-06-13,2024-06-19
Deep Exploration of Cross-Lingual Zero-Shot Generalization in Instruction Tuning,https://arxiv.org/abs/2406.08796,2024-06-13,2024-06-19
SViTT-Ego - A Sparse Video-Text Transformer for Egocentric Video,https://arxiv.org/abs/2406.09462,2024-06-13,2024-06-19
Understanding the Generalizability of Link Predictors Under Distribution Shifts on Graphs,https://arxiv.org/abs/2406.08788,2024-06-13,2024-06-19
A Survey on Compositional Learning of AI Models - Theoretical and Experimetnal Practices,https://arxiv.org/abs/2406.08787,2024-06-13,2024-06-19
ResearchArena - Benchmarking LLMs' Ability to Collect and Organize Information as Research Agents,https://arxiv.org/abs/2406.10291,2024-06-13,2024-06-19
Learning Joint and Individual Structure in Network Data with Covariates,https://arxiv.org/abs/2406.08776,2024-06-13,2024-06-19
MMFakeBench - A Mixed-Source Multimodal Misinformation Detection Benchmark for LVLMs,https://arxiv.org/abs/2406.08772,2024-06-13,2024-06-19
MFF-EINV2 - Multi-scale Feature Fusion across Spectral-Spatial-Temporal Domains for Sound Event Localization and Detection,https://arxiv.org/abs/2406.08771,2024-06-13,2024-06-19
SRFUND - A Multi-Granularity Hierarchical Structure Reconstruction Benchmark in Form Understanding,https://arxiv.org/abs/2406.08757,2024-06-13,2024-06-19
Optimizing Large Model Training through Overlapped Activation Recomputation,https://arxiv.org/abs/2406.08756,2024-06-13,2024-06-19
StructuralSleight - Automated Jailbreak Attacks on Large Language Models Utilizing Uncommon Text-Encoded Structure,https://arxiv.org/abs/2406.08754,2024-06-13,2024-06-19
3D Building Generation in Minecraft via Large Language Models,https://arxiv.org/abs/2406.08751,2024-06-13,2024-06-19
Mathematical models for off-ball scoring prediction in basketball,https://arxiv.org/abs/2406.08749,2024-06-13,2024-06-19
Learning in Feature Spaces via Coupled Covariances - Asymmetric Kernel SVD and Nyström method,https://arxiv.org/abs/2406.08748,2024-06-13,2024-06-19
StreamBench - Towards Benchmarking Continuous Improvement of Language Agents,https://arxiv.org/abs/2406.08747,2024-06-13,2024-06-19
Generalizable Implicit Neural Representation As a Universal Spatiotemporal Traffic Data Learner,https://arxiv.org/abs/2406.08743,2024-06-13,2024-06-19
An AI Architecture with the Capability to Explain Recognition Results,https://arxiv.org/abs/2406.08740,2024-06-13,2024-06-19
Standard Language Ideology in AI-Generated Language,https://arxiv.org/abs/2406.08726,2024-06-13,2024-06-19
ECBD - Evidence-Centered Benchmark Design for NLP,https://arxiv.org/abs/2406.08723,2024-06-13,2024-06-19
Enhancing Psychotherapy Counseling - A Data Augmentation Pipeline Leveraging Large Language Models for Counseling Conversations,https://arxiv.org/abs/2406.08718,2024-06-13,2024-06-19
Batch-Instructed Gradient for Prompt Evolution -Systematic Prompt Optimization for Enhanced Text-to-Image Synthesis,https://arxiv.org/abs/2406.08713,2024-06-13,2024-06-19
Introducing Diminutive Causal Structure into Graph Representation Learning,https://arxiv.org/abs/2406.08709,2024-06-13,2024-06-19
mOSCAR - A Large-scale Multilingual and Multimodal Document-level Corpus,https://arxiv.org/abs/2406.08707,2024-06-13,2024-06-19
VLind-Bench - Measuring Language Priors in Large Vision-Language Models,https://arxiv.org/abs/2406.08702,2024-06-13,2024-06-19
Accessing GPT-4 level Mathematical Olympiad Solutions via Monte Carlo Tree Self-refine with LLaMa-3 8B,https://arxiv.org/abs/2406.07394,2024-06-11,2024-06-19
Beyond Scaling Laws - Understanding Transformer Performance with Associative Memory,https://arxiv.org/abs/2405.08707,2024-05-14,2024-06-20
Mixture-of-Agents Enhances Large Language Model Capabilities,https://arxiv.org/abs/2406.04692,2024-06-07,2024-06-20
Model Merging and Safety Alignment - One Bad Model Spoils the Bunch,https://arxiv.org/abs/2406.14563,2024-06-20,2024-06-21
Whiteboard-of-Thought - Thinking Step-by-Step Across Modalities,https://arxiv.org/abs/2406.14562,2024-06-20,2024-06-21
How to Compute the Probability of a Word,https://arxiv.org/abs/2406.14561,2024-06-20,2024-06-21
CooHOI - Learning Cooperative Human-Object Interaction with Manipulated Object Dynamics,https://arxiv.org/abs/2406.14558,2024-06-20,2024-06-21
xCOMET-lite - Bridging the Gap Between Efficiency and Quality in Learned MT Evaluation Metrics,https://arxiv.org/abs/2406.14553,2024-06-20,2024-06-21
GraphReader - Building Graph-based Agent to Enhance Long-Context Abilities of Large Language Models,https://arxiv.org/abs/2406.14550,2024-06-20,2024-06-21
Uncovering Latent Memories - Assessing Data Leakage and Memorization Patterns in Large Language Models,https://arxiv.org/abs/2406.14549,2024-06-20,2024-06-21
Consistency Models Made Easy,https://arxiv.org/abs/2406.14548,2024-06-20,2024-06-21
Connecting the Dots - LLMs can Infer and Verbalize Latent Structure from Disparate Training Data,https://arxiv.org/abs/2406.14546,2024-06-20,2024-06-21
Unmasking Database Vulnerabilities - Zero-Knowledge Schema Inference Attacks in Text-to-SQL Systems,https://arxiv.org/abs/2406.14545,2024-06-20,2024-06-21
Prism - A Framework for Decoupling and Assessing the Capabilities of VLMs,https://arxiv.org/abs/2406.14544,2024-06-20,2024-06-21
Are LLMs Naturally Good at Synthetic Tabular Data Generation?,https://arxiv.org/abs/2406.14541,2024-06-20,2024-06-21
IRASim - Learning Interactive Real-Robot Action Simulators,https://arxiv.org/abs/2406.14540,2024-06-20,2024-06-21
MacroHFT - Memory Augmented Context-aware Reinforcement Learning On High Frequency Trading,https://arxiv.org/abs/2406.14537,2024-06-20,2024-06-21
RL on Incorrect Synthetic Data Scales the Efficiency of LLM Math Reasoning by Eight-Fold,https://arxiv.org/abs/2406.14532,2024-06-20,2024-06-21
A Benchmarking Study of Kolmogorov-Arnold Networks on Tabular Data,https://arxiv.org/abs/2406.14529,2024-06-20,2024-06-21
DeciMamba - Exploring the Length Extrapolation Potential of Mamba,https://arxiv.org/abs/2406.14528,2024-06-20,2024-06-21
Towards evolution of Deep Neural Networks through contrastive Self-Supervised learning,https://arxiv.org/abs/2406.14525,2024-06-20,2024-06-21
Fantastic Copyrighted Beasts and How (Not) to Generate Them,https://arxiv.org/abs/2406.14526,2024-06-20,2024-06-21
PostMark - A Robust Blackbox Watermark for Large Language Models,https://arxiv.org/abs/2406.14517,2024-06-20,2024-06-21
Solving a Stackelberg Game on Transportation Networks in a Dynamic Crime Scenario - A Mixed Approach on Multi-Layer Networks,https://arxiv.org/abs/2406.14514,2024-06-20,2024-06-21
Investigating Mysteries of CoT-Augmented Distillation,https://arxiv.org/abs/2406.14511,2024-06-20,2024-06-21
V-LASIK - Consistent Glasses-Removal from Videos Using Synthetic Data,https://arxiv.org/abs/2406.14510,2024-06-20,2024-06-21
Evidence of a log scaling law for political persuasion with large language models,https://arxiv.org/abs/2406.14508,2024-06-20,2024-06-21
On Newton's Method to Unlearn Neural Networks,https://arxiv.org/abs/2406.14507,2024-06-20,2024-06-21
Overview of the CAIL 2023 Argument Mining Track,https://arxiv.org/abs/2406.14503,2024-06-20,2024-06-21
Improving Expert Radiology Report Summarization by Prompting Large Language Models with a Layperson Summary,https://arxiv.org/abs/2406.14500,2024-06-20,2024-06-21
LLaSA - Large Multimodal Agent for Human Activity Analysis Through Wearable Sensors,https://arxiv.org/abs/2406.14498,2024-06-20,2024-06-21
CodeRAG-Bench - Can Retrieval Augment Code Generation?,https://arxiv.org/abs/2406.14497,2024-06-20,2024-06-21
African or European Swallow? Benchmarking Large Vision-Language Models for Fine-Grained Object Classification,https://arxiv.org/abs/2406.14496,2024-06-20,2024-06-21
rKAN - Rational Kolmogorov-Arnold Networks,https://arxiv.org/abs/2406.14495,2024-06-20,2024-06-21
Does Object Grounding Really Reduce Hallucination of Large Vision-Language Models?,https://arxiv.org/abs/2406.14492,2024-06-20,2024-06-21
Instruction Pre-Training - Language Models are Supervised Multitask Learners,https://arxiv.org/abs/2406.14491,2024-06-20,2024-06-21
Proceedings of The second international workshop on eXplainable AI for the Arts (XAIxArts),https://arxiv.org/abs/2406.14485,2024-06-20,2024-06-21
Valid Error Bars for Neural Weather Models using Conformal Prediction,https://arxiv.org/abs/2406.14483,2024-06-20,2024-06-21
Revealing Vision-Language Integration in the Brain with Multimodal Networks,https://arxiv.org/abs/2406.14481,2024-06-20,2024-06-21
On Layer-wise Representation Similarity - Application for Multi-Exit Models with a Single Classifier,https://arxiv.org/abs/2406.14479,2024-06-20,2024-06-21
Toward data-driven research - preliminary study to predict surface roughness in material extrusion using previously published data with Machine Learning,https://arxiv.org/abs/2406.14478,2024-06-20,2024-06-21
SafeSora - Towards Safety Alignment of Text2Video Generation via a Human Preference Dataset,https://arxiv.org/abs/2406.14477,2024-06-20,2024-06-21
Learning telic-controllable state representations,https://arxiv.org/abs/2406.14476,2024-06-20,2024-06-21
Data-Centric AI in the Age of Large Language Models,https://arxiv.org/abs/2406.14473,2024-06-20,2024-06-21
Fusion of Movement and Naive Predictions for Point Forecasting in Univariate Random Walks,https://arxiv.org/abs/2406.14469,2024-06-20,2024-06-21
A Review of Common Online Speaker Diarization Methods,https://arxiv.org/abs/2406.14464,2024-06-20,2024-06-21
Explicit and Implicit Large Language Model Personas Generate Opinions but Fail to Replicate Deeper Perceptions and Biases,https://arxiv.org/abs/2406.14462,2024-06-20,2024-06-21
Healing Powers of BERT - How Task-Specific Fine-Tuning Recovers Corrupted Language Models,https://arxiv.org/abs/2406.14459,2024-06-20,2024-06-21
Centimeter Positioning Accuracy using AI/ML for 6G Applications,https://arxiv.org/abs/2406.14458,2024-06-20,2024-06-21
Rewarding What Matters - Step-by-Step Reinforcement Learning for Task-Oriented Dialogue,https://arxiv.org/abs/2406.14457,2024-06-20,2024-06-21
